,authorChannelUrl,text,offensive/non offensive,Algerian Dialect
2159,http://www.youtube.com/channel/UCxj3Wwtv0gTbqv6hH4xiJoQ,بربي قالت الحقيقة,0.0,1.0
2160,http://www.youtube.com/channel/UCA5OFGk-sNIAnoqN_OqTDMg,هدرت الصح ومكدبتش انا محجبة ولبستي مستورة وكلش حمد الله ياربي ومسلمتش من ديناصورات لي حيطيست لي قاعدين فطرق يتفرجو في خلق ربي ويخرجو فالكلام على الناس هدوك موش رجال حاشة الكباش الكبش عالاقل حيوان يستفاد منو العبد مين هدوك الفية تع الحيوانات اقسم بالله كون يقولولي اتمناي حاجة نتمنى نقطعهم ونحرقهم ونرميهم للكلاب لعنة الله عليهم هدا مكان عقدوا الطفلة في حياتها عندي فاميلتي طفلة صغيرة سبع سنين والله العظيم كانت تروح تقرا تجي تبكي وحدها وتخاف تهدر علاه حتى جا نهار قلت والله منطلقها حتى نفهم مسكينة جارهم متزوج وعندو ولادو قدها يضل يتبع فيها بالطوموبيل ويهدرلها هدرات خماج كيفو تجي تجري تبكي هبلت ياعباد ربي علاش لي مكبوت يتزوج يلعنتلاعلييه ماخليتو صغيرة لا كبيرة لا عجوزة ياربي عجوزة اغتصبتوها معزة ياربي العزيز وغتاصبوتها تخمامكم غير الجنس اترباو على وجه ربي اترباو مش كلش تلصقوه فالطفلة هي السبة حيوان معزة تاني اتيراتكم كانت مش مستورة ياك منيش ندافع على لبنات لي يعرو رواحهم ويخرجو مي بزااف مش كلش لمرة لمرة لمرة قتلكم انا محجبة نلبس مستور الله مامنعت ختي متجلببة منعتش من لكلاب لي يطاشو فالطريق يخزرو مع نساوين انقرضوا ربي يديكم نشالله,1.0,1.0
2161,http://www.youtube.com/channel/UCs13ZWeaWLUcuEtAsTme9mw,زمن البغايا الغواني,0.0,1.0
2162,http://www.youtube.com/channel/UCzXvXsmC30Jcxj6WPW-MV3w,تربحيي الشعر والله وراكي ڨبالي نكتلك بلحرام ماتشفيني نتي بعدا دايرا كالتفوه تقولي حنا حيوانات يانتيا بالنسبة للجزايريين قعرة نتي والو حاش بنات بلادي,1.0,1.0
2163,http://www.youtube.com/channel/UCjP6nfqa_7Nz_2ZV-xWj32Q,انا جزايرية ونقولك عيب عليك تتكلمي على ولاد بلادك هذا الكلام الرجل ااجزايري مكانش كيفو في هاذ الدنيا حنين وكريم اصيل انا استاذة لاني متربية واحد ماتبلاني رغم اني صغيرة بصح متمسكة بحجابي اخلاقي صفاء وجهي انت متوصليش تربية اخر رجل جزايري,1.0,1.0
2164,http://www.youtube.com/channel/UCzf7qVCVN9-ImOCiYVndjcw,جبهتك تطل على غدوة تقول تيمومة كي يتقص الماء نعيطولك نتيممو بجبهتك,1.0,1.0
2165,http://www.youtube.com/channel/UCgmTS9nQ3jdCRl9cgVL8F0A,يا مونيا لي حاسبة روحك حاجا ونتي متسوايش خمسمية فرنك حطي رجليك في لارض قبل لا طيحي ويروح راسك يا الجبرية يا المتخلفة لي حسبة روحك تقراي فغونسي ونتي راكي زيغو ومدريش قيمة روحك كثرمنك رحتي لباريس ومدرتيش اهمية للدين الاسلامي روحي استري روحك ومبعد ارواحي حلي علا فمك,1.0,1.0
2166,http://www.youtube.com/channel/UCx39BwlM55kCYJtgmFb-_Yg,انا مفهمتش كيفاش نتي تلبسي دجين مزير وتعري ودزيد زوج كيلو تاع ماكياج صدرك وبغيتهم مكابروكش,1.0,1.0
2167,http://www.youtube.com/channel/UC9wQKXNGeoGLFBBeIfmv-Pg,هي حبيتو الصح هي هدرت الواقع واش قالت كامل كاينا منها مانغطيوش الشمس بالغربال رانا نسمعو فتاة بالجلباب تغتصب بالجين تغتصب بالحجاب تغتصب يالجماعة اخطيكم من التنوفيق,0.0,1.0
2168,http://www.youtube.com/channel/UCzRT565VtWqlDnpx5OPP2fA,مخصكش شتين كيلو نتاع زرع,0.0,1.0
2169,http://www.youtube.com/channel/UCioZHjnKPxPT-1mU2E12HeA,مونية رانا في بلد اسلامي التزمو بالحجاب قبل مايفوت الاوان,0.0,1.0
2170,http://www.youtube.com/channel/UCw5TsPitZIQdz51vUIqgdOQ,انتم كي يهدر واحد الصح يولي ماشو مليح عيب عليكم كل راجل يحشم على اصلو او يتفكر بلي عندو ام اخت زوجة وبنت كما تدين تدان ادي دنيا او كاين رب سبحانه,0.0,1.0
2171,http://www.youtube.com/channel/UC4IKfditpPaRWSox8PF-evA,اذا لم تستحي ففعل ماتشاء والحديث قياس,0.0,1.0
2172,http://www.youtube.com/channel/UC4p0K4-sSdVaP1WpHG4drzw,صراحة كاينة فية من البنات ماتحبش واحدة اكثر منها في الجمال اذا مصدقتونيش اقراو التعليقات رايحين تلقاو واحدة تقولها مدايرة زوج قناطر مكياج والاخرى على لبسها حسبي الله ونعم الوكيل حنا في موضوع هما في موضوع اخر,0.0,1.0
2173,http://www.youtube.com/channel/UC4p0K4-sSdVaP1WpHG4drzw,سامحوني بصح هي ليست جميلة,0.0,1.0
2174,http://www.youtube.com/channel/UCDgQmXoZyJLBLRvbUB47HNw,عندها الحق الله غير راني لابسة جلباب نخرج مع راجلي وولادي مندير والو في وجهي يشوفو فيا سعات في الطونوبيل يحبو ياكلوك بعينيهم,0.0,1.0
2175,http://www.youtube.com/channel/UCAOWKGZtk2wR5H_II62mmXw,لكن ليس الجميع فية معينة,0.0,1.0
2176,http://www.youtube.com/channel/UC4p0K4-sSdVaP1WpHG4drzw,بلاك رهي نسات باه تقول حاشا لي مايستهلش ونتوما كبرتو القصة حاشا لي ميستهلش راني قلتها ه,0.0,1.0
2177,http://www.youtube.com/channel/UCW7FIEIqsVKfU3JXPMrEasw,موراليس تحكي على شباب الجزاير راهي تحكي على البانديا السوفج الخماج المكبوتين,1.0,1.0
2178,http://www.youtube.com/channel/UCW7FIEIqsVKfU3JXPMrEasw,عندك الحق بل مونيا,0.0,1.0
2179,http://www.youtube.com/channel/UCAi1GTOmvzqbJPESRS4SncA,هذي شحال عندها ماحففتش,1.0,1.0
2180,http://www.youtube.com/channel/UC29LTvmp78e8X65KRCveh0A,واش قالت عندها الحق غزاتلهم لي يقول الصح ماشي مليح انا علبالي سبت صح هي قالت الصح تفهموا مليح قبل او بعد اهدرو,0.0,1.0
2181,http://www.youtube.com/channel/UCRfT-t5KZ1Cr0TQBjmccWHA,تسمعي ددين كلاش,0.0,1.0
2182,http://www.youtube.com/channel/UC29LTvmp78e8X65KRCveh0A,قالك مايحس بالجمرة غير لي عافس عليها والحديث قياس,0.0,1.0
2183,http://www.youtube.com/channel/UC29LTvmp78e8X65KRCveh0A,يارحم باباك خطيني يا وليد الناس منيش فارغة شغل مدابيك روح التى بروحك انا متعرفيش باش تخسرلي من لخر ربي يهديك,0.0,1.0
2184,http://www.youtube.com/channel/UCRfT-t5KZ1Cr0TQBjmccWHA,مونيا والبنات الجزاير لي دفعو عليها لايمتلون بنات الجزاير,0.0,1.0
2185,http://www.youtube.com/channel/UC29LTvmp78e8X65KRCveh0A,انا مسمعتهاش تسب وحدة وثانيا وهي الاهم مات تعرفني باش تقولي نحب مكياج علاش شفتني انا شابة بلا مكياج وهاي الهدرة العيانة لي دايمن تقولو ماعندناش ثقافة انا عطيت راي مسبيت حتى واحد انتا شوف واش واجبت ربي يهدينا,0.0,1.0
2186,http://www.youtube.com/channel/UC3eYAlQxmx6Iv5gAoz5297Q,انتیا حاطة روحک حاجة انتیا ماکاش قاع تهدري علا الرجال ونتیا نسیتي روحک یاوحد الجاهلة الله ایذلک حسبنا الله ونعم الوکیل یالجاجة الجاجة خیر منک,1.0,1.0
2187,http://www.youtube.com/channel/UCBxrKtC_ji48na2Jjwg486w,قبل ما تهدري على ولاد بلادي سقمي جبهتك لي نشوفها تحسب راني نشوف وجهي في تارمو تع قهوة دايرة كي,1.0,1.0
2188,http://www.youtube.com/channel/UC-7yhrPeO2wjuVO0e78_tPg,سوق لخماج,1.0,1.0
2189,http://www.youtube.com/channel/UC-7yhrPeO2wjuVO0e78_tPg,اعلام العار الي دارلكوم قيمة ولكن مستواكم منحط,1.0,1.0
2190,http://www.youtube.com/channel/UCP1vIOt7v4NSqiSsr9sV4cA,مونيا ترباي,1.0,1.0
2191,http://www.youtube.com/channel/UCtO9Zxdp-ribrfnUGhsikUQ,وين المشكل تكلمت بكل صراحة قالت واش موجود في الشارع ماكدبتش,0.0,1.0
2192,http://www.youtube.com/channel/UCuFZVhFtEmteEXX1nRV9xJw,انا كلامها عجبني صراحة مانكذبوش على رواحنا هذي هي حقيقتنا,0.0,1.0
2193,http://www.youtube.com/channel/UCQMEe5q6lwUo5znhY7x58Yw,سمحيلي بصح بكل صراحة انت ماتوقفيهوليش,1.0,1.0
2194,http://www.youtube.com/channel/UC1doWyKH_lXFRPSob4MaPRw,الله اكبر ما هذا التكبر اتستعيبي في الخالق اوالمخلوق اليوم عمل بلا حساب وغدا حساب بلا عمل ايتها الاخت المتكبرة استغفري ربك الذي خلقك ذنب بينك بين الله يغفرلك امابينك وبين عبد لغفران لك حتى ياخذ حقه كل انسان يتكلم عنه فعله نصيحه لكي يا,1.0,1.0
2195,http://www.youtube.com/channel/UCEKn7EwY8JMPHW7vHVta_fw,حاشاك حاشاك الشعب الجزايري احسن الشعوب فوق الارض ياك لااكمل لانك لا تستحك هذه الكلمة بل اقل من هذه الكلمة,1.0,1.0
2196,http://www.youtube.com/channel/UCgUmA1KhMI9mVil4wixP9dA,نحي الماكياج اخرجي برا اببزقيلي على وجهي اذا ماقالكش كاش واحد ارا قارو يا خو,1.0,1.0
2197,http://www.youtube.com/channel/UCNrg_-fA_6Jw5H3jqzwoDxg,واش تحلبتي,1.0,1.0
2198,http://www.youtube.com/channel/UCZLtPCKlfq6C5OrnwZ8qZpw,استري روحك يا جايحة,1.0,1.0
2199,http://www.youtube.com/channel/UCgUmA1KhMI9mVil4wixP9dA,نحي الماكياج اخرجي برا ابزقيلي على على وجهي اذا ماقالكش كاش واحد ارا قارو ياخو,1.0,1.0
2200,http://www.youtube.com/channel/UCEKn7EwY8JMPHW7vHVta_fw,انت حاشاك والسلام,1.0,1.0
2201,http://www.youtube.com/channel/UCIdvYWOvCsyIJGTJuZWAYAg,وجهك عڨبة وانا عيت,1.0,1.0
2202,http://www.youtube.com/channel/UCa7s2-4WNo45PXxVxLLg-Bw,انا والله نتضامن معها لان ماقلته حقيقة نحن الرجال عقولنا في زبوبنا لعجوزة ماتلڨناهاش مخلوعين وكوافا صح ودزو معاهم,1.0,1.0
2203,http://www.youtube.com/channel/UCWVG_GscjYdu816BgUuoSSA,خليفة كي مداير بيريك يا بن عمي يا خليفة خويا يخي وصيتكم زعمة انت ودخي لي معاك ماتقباحوش بالديقيزاج راه العالم فايقلكم يا خليفة,1.0,1.0
2204,http://www.youtube.com/channel/UCU0wxjFpqXVlmiNuMLBaHfQ,ياخي طالوشة,1.0,1.0
2205,http://www.youtube.com/channel/UCsNmRwxPW3wHu96SvEbfbOQ,واش قالت مقالت والو هدرت الواقع ماكنتش تجمع بالك كانت تهدر تلقايي بلا تقصد,0.0,1.0
2206,http://www.youtube.com/channel/UCF8fHb21gOw8BQKpDz3YmBQ,عجبني هذاك السيد اللي قالها جبهتك جاية كيشغول عڨبة هذا العڨبة اللي عيات الشاب خالد في طريڨ الليسي,1.0,1.0
2207,http://www.youtube.com/channel/UCQyoH8EE3DZ4_8hu-uSURGA,باينة بلي كار تركبي بزاف,0.0,1.0
2208,http://www.youtube.com/channel/UCEMEZT3GleJqiaRuVBIy20g,نرمال متبرجة كيما انت محقهاش تعيش في بلد مسلم,1.0,1.0
2209,http://www.youtube.com/channel/UCQHC9bO966zcf_KzqjPQCcg,كي تغسلي وجهك وتلبسي لباس محتشم ومحترم ومتحجبة اكيد وانا متاكدة راه تلقاي الاحترام في اعين الناس مهما كانو خاطرش كاين الدين في قلوب الناس دينا يحدثنا هاك ولي موافقني الراي يدر,0.0,1.0
2210,http://www.youtube.com/channel/UCWTF2zKI-ZkJL5Tc1TuxU6g,كي دوري نتي ثان نكحلو عليك,1.0,1.0
2211,http://www.youtube.com/channel/UCNcfGv04scmkHdYNDfG7ZWg,نستعرف بيك يا مونية,0.0,1.0
2212,http://www.youtube.com/channel/UCdXWRfo5MowMSRuLVdalpdA,راها تهدر على بعض مجملتش الناس وتهدر على المرحومة شيماء ربي يرحمها واش راه صاري عندنا هاذا مكان,0.0,1.0
2213,http://www.youtube.com/channel/UCxd6Q-ligjH10NyYpuAVFtA,الي مخلطش روحوا مع القورشالا ماينقبوه الجاج يا,0.0,1.0
2214,http://www.youtube.com/channel/UC-OvYkMNmcfkF5jJNCN5hGQ,لهي في جبهتك لي درو فيها حرب عالمية1 منبعد لهي لرجال وبنات فميليا,1.0,1.0
2215,http://www.youtube.com/channel/UCZsIhshJdCmmX0JkWs38jRg,عندها حق تبرد قلب يلي قاستو كلمة راهي عليه,0.0,1.0
2216,http://www.youtube.com/channel/UCD4cdTCNIHfJCFvEznGWiQw,يا انتي باينة شحال متربية ماشي انتوما واشباهك لي خليتوا بنات الجزاير امثال شيما و يكونوا ضحايا سواء بذنب او بدون ذنب جيتوا من لا شيى ودخلتوا بيوت الناس وخليتو بنات الناس يتمردوا على والديهم عاداتهم وتقاليدهم العالية الي فرنسا وبليس الملعون ومقدروش يخترقوها ويحطموها وجيتوا نتوما يا اشباه الممثلين والمنشطين وحطمتوها والله خنتوا ثقة الجزاىريين الله يرحمك يارياض بوفجي ونجية خثير ويرحمك يا وقت الابيض والاسود وقت الحرمة والقدر والحشمة,1.0,1.0
2217,http://www.youtube.com/channel/UCV_EaxQypoK8HBvCoavYAZA,لابسة ومش لابسة كيما قال الممثل عادل امام واجي تقولك جيعانين ياو اسطرو رواحكم متلموش الراجل الرجال الي راكي تهدري فيهم مداوهاش فيك ومقيموكش خرجو السم الي فيك الله يهدي ما خلق,1.0,1.0
2218,http://www.youtube.com/channel/UC1ZVtFVtCHy0K_F9PxufxFw,جبهة نصليو فيها صلاة الجناعة,1.0,1.0
2219,http://www.youtube.com/channel/UCUNKIdMMgW6AgKFJvCPO_9g,يا وحد الخاجة لوكان تنحي المكياج يشوفك الغول يقولك راني مشغول,1.0,1.0
2220,http://www.youtube.com/channel/UCbc48BrdopU-XzMbQapxOOQ,الله يذلك ماشي واحد برك قالك ذيك الهدرة ترد على كامل الجزايرين,1.0,1.0
2221,http://www.youtube.com/channel/UCTtU5A8T4a71jG4FRhSSe0g,قادري روحك يالالا,1.0,1.0
2222,http://www.youtube.com/channel/UC7CBgWQwIFoc80madrjIv0g,الجزاير خصها تخرجك من المجتمع,0.0,1.0
2223,http://www.youtube.com/channel/UCTrFKPnkHuUmyiIPZCdtWGw,شادي,1.0,1.0
2224,http://www.youtube.com/channel/UC3JiL1b_l0P9-ZVTaeO7ubQ,شباب الجزاير يحبو بنت طيحلهم ويحبو رخس وبلعكس يزيدو يحلبوها ويشجعوها لانو عندنا الانثى في جزاير كما لمعيشة ويخسرك نورمال على خانزة كما هدي وراهي دور مزال الجزاير معندكم مديرولها لانو موصلتش الحكومة راهي تهدر على شبيبة برك وشبيبة مكانش بلا عقول راهم حاشا رجال لي بقاو فية قليلة,1.0,1.0
2225,http://www.youtube.com/channel/UCqlsWhDXEeTUNKb_GQIUChg,كلامها صح ورانا نشوفو فيه صح ياو متحجبات وماخلاوهمش في حالهم,0.0,1.0
2226,http://www.youtube.com/channel/UCR1LWl-HO19r3BGjv0544BQ,كلامها صح ولكن غلطة لي عملتها هي كي جمعت كل رجال على اقل تقول حشا لي مايستهلو,0.0,1.0
2227,http://www.youtube.com/channel/UCzvKTGqsXJoSYoapsLmUSVQ,لي يحب الله تعييشو يا بني ادم الله يخليكم نشالله تدخلو الجنة اشتركو فقناتي الله يزين سعدكم تعيشو,0.0,1.0
2228,http://www.youtube.com/channel/UCdXWRfo5MowMSRuLVdalpdA,وراها قناتك اخت منعرفهاش,0.0,1.0
2229,http://www.youtube.com/channel/UCFilf-eFPrTgBz0fpYJKt4A,عندك الحق مونية لك تشجيع,0.0,1.0
2230,http://www.youtube.com/channel/UCEZZhx9M0WB3xWvpCrVPLQw,بصح انا مسمعت حتى كلام تستحي تقوله من غير كلمة حيوانات ربما هدرت بصفة عامة وقالت رايها بدون اي خوف بالنسبة ليا نخرج نمشي وحدي كل واحد لاتي بروحو الحمد لله نحس روحي مرتاحة طول اما الولايات الاخرين منعرف,0.0,1.0
2231,http://www.youtube.com/channel/UCXkg3FM470kUyNAvEWwYvKg,عندها الحق والله بصح المشكل ما قالتش حاشالي ميستاهلش,0.0,1.0
2232,http://www.youtube.com/channel/UC7cqNl5XxVAD1ZGa6f_LZWg,روحي شوفي روحك مبعد ارواحى اهدري على شعب الجزاير يا بوجبه,1.0,1.0
2233,http://www.youtube.com/channel/UC8RWFCK0ePBfXvgxQaqK5VQ,الله لا تربحك,1.0,1.0
2234,http://www.youtube.com/channel/UCvlO7JSMHJdAXV-UsDL1HMQ,روحي اختي راجعي نفسك في افعالك خلي الخلق للخالق كاين ربي الي يحاسب شكون انتي باه تعايري خويا بابا راجلي ولدي جاري الله يهديك,0.0,1.0
2235,http://www.youtube.com/channel/UCLkZ4zJ1mfBuiWJNIEuIKsg,الله يوفيلك لي فبالك ديرلي ابوني لقناتي,0.0,1.0
2236,http://www.youtube.com/channel/UCiZVG3w-_A6MZ0goYpN3NYA,اغسلي وجهك وطلعي شعرك لي باش يعميلك عينيك ونبعدا اروحي اهدري على رجال لجزاير حنونه والله,1.0,1.0
2237,http://www.youtube.com/channel/UCcUoMGl9MhpkipXylR2aD3w,استري روحك ميشوفوش امعاك يا قليلية الحياء,1.0,1.0
2238,http://www.youtube.com/channel/UCtXGQ6YarDo1FvGt66MWG4g,هي خسرت فكلامها صح لكن اشير الى امر اشارت اليه هو حقيقة ذرك مولات جلباب تفوت على رجال والله ميطلقوها مزوجات ومطلقوهمش هذي صح مكذبش فيها بالنسبة امور اخرى ربي يهديها,0.0,1.0
2239,http://www.youtube.com/channel/UC2EFiiO1mpgB02DimNdjhbg,مونية عروس الزيڨوات,1.0,1.0
2240,http://www.youtube.com/channel/UCGV9Z3KH2e-KpcIglJRd63Q,انا نقلك يا مخلوقة ربي روحي لهاي في عمرك وكلها ويلها وكان جا كل واحد لاهي في روحو كان تقدمت لبلاد مابقيناش حنا التوالة ياحيف الرجالة الي ماتو على جال لعلام لمن حررو لبلاد نتاسف والله ربي يهدي ماخلق,1.0,1.0
2241,http://www.youtube.com/channel/UCJEfwOENtDrgQLA_X1Mm14Q,شوفو وجها كي داير داير كيما مهراس اربك تقول حبه بضنجال شوفو فمها موالفا للمص,1.0,1.0
2242,http://www.youtube.com/channel/UCLa0vx0XBpRu4z26nOdYwUg,ريوق لي تحكي عليهم جامي صادفتهم في حياتي كاين صح لي يوقفك يقلك ختي معليش نيمرو لا نتعرفو بصح واش راكي تقولي والله مكان منو عيب اختي استري روحك واحد مايشوف معاك جايا تسبي في رجال الله يهديك ماعرف شكون غالط نتي ولا هوما,1.0,1.0
2243,http://www.youtube.com/channel/UCpAh92NYKs08smIqH2lyUfQ,انت عايشة في عالم اخر خاص بيك انت وحدك,0.0,1.0
2244,http://www.youtube.com/channel/UCvC0JqubV2nYBgwqLRou7WQ,الحمدلله الحمدلله الشباب مربي عندنا كاين والله وحدين ضايعين نفوت عليهم يقولي فوتي اختي يقول لصحابه هذي انتاعنا حمدالله ولاد بلادي ما دارونا والو محترمين نتوما توصلو رواحكم حتى تكوني نتي مرا بنت اصل ما يدنالكش,0.0,1.0
2245,http://www.youtube.com/channel/UCqK8p0-5AS4KCRUnERF4XvA,اسمعي مونيا لوكان جيتي امرة ماتقوليش هاد الكلمة على ارجال اعلى خاطر منهم باباك او خوك او راجلك او وليدك او ماترديش روحك حاجة كبيرة يال فايحة يل شيطانة,1.0,1.0
2246,http://www.youtube.com/channel/UCqXoIHC-2KQGkZnE2YKGI1w,انت من نوع لي تسكسي مع خوك وباباك نورمال,1.0,1.0
2247,http://www.youtube.com/channel/UCSeeULDeZqmpn27qVE4ycSA,شادخل القصاص,0.0,1.0
2248,http://www.youtube.com/channel/UCSeeULDeZqmpn27qVE4ycSA,نتي يشوفوا فيك,0.0,1.0
2249,http://www.youtube.com/channel/UCSeeULDeZqmpn27qVE4ycSA,غير نتي لي عندك طوموبيل,0.0,1.0
2250,http://www.youtube.com/channel/UCnzsksx8WPqlHU_x6PK3Lig,واش يشوفو في فيقورا نتاعك ه ياربك راصها تقول حبة بدنجال ه,1.0,1.0
2251,http://www.youtube.com/channel/UCgHPVZKS2RqdqMBRYI4pp3A,قالت الحقيقة ولا شيء غير الحقيقة بالنسبة لفية معينة المجتمع صار مجتمع مظاهر اكيد الناس راح تشوف مع وحدة شابة ولابسة شباب وراكبة سيارة تلمع مهما اختلفت النظرة طمع او اعجاب الشاب سيعجب بهكذا مظاهر وهذا طبع في البشري انت قلت الحقيقة لكن بطريقة ترويها صديقة لصديقتها في جلسة تهريج وليس في رسالة عبر السوشيال ميديا,0.0,1.0
2252,http://www.youtube.com/channel/UCWupChFosUvDYcFgXTngrbA,لا لا لا يا شعب الجزايري العظيم راكم غلطين مسكين دوك تولي كيما زليخا وتقول الان حصحص الحق وانا روتهوا عن نفسي يوا فيق يا مونيا نتا حبا دير الباز واش بيك مناك بصح ايا روحي شوفي روحك فالمرية ولله غير هدوا تع سورية مسكن لي راهم يطلبو ولله غير شبين عليك,1.0,1.0
2253,http://www.youtube.com/channel/UCc_bfx2S5Q3c9QXjNjI3RhA,تبان ضحية من ضحايا الي خسرو عذريتهم تحت شعار الحب بعد مفاقت لروحها من عمليات الجماع الذي تمت بنجاح لم تلقى سبيل اخر للتعبير عن هذه الحشوة المتسبب بها احد الشباب الجزايري,1.0,1.0
2254,http://www.youtube.com/channel/UCS8q_S7VCrzi-ssC5snKYYQ,كي عدتي متعرفيش تهدري متحليش فمك سكتينا خير ليك خير لينا,1.0,1.0
2255,http://www.youtube.com/channel/UC5KiP1EpiCwX6D9TWz41oXg,بلاك لشافوا فيها شابة بزاف قالوا سبحان الخلق المصور,0.0,1.0
2256,http://www.youtube.com/channel/UC314KtE2pKlwqKkj8QGpOMA,لاتجادل الاحمق فهوا يجرك الى مستواه,1.0,1.0
2257,http://www.youtube.com/channel/UCkctEVJrYgL-286LXWqt_rg,النتي شيطانا,1.0,1.0
2258,http://www.youtube.com/channel/UCIedEABYRxrgIV9HY70Iwig,مونيا قتلتني بالضحك والله قتلتني صح,0.0,1.0
2259,http://www.youtube.com/channel/UCtFIXmSucrs3K2VZATCYaoQ,روحي ياوجه المدرية ان شاء الله تنغلق في وجهك الله يهدم ساسك ويقلب قنطاسك وينوضلك الحب فيراسك والله يشدك علي الضناية ويبقاو الذر يجرو موراك بلحجر,1.0,1.0
2260,http://www.youtube.com/channel/UCu1XOYrve7K5_PW6YfFAYBg,رجال الجزاير فحولة انت لمخلوعة ياوالو,1.0,1.0
2261,http://www.youtube.com/channel/UCuL3t1v8LQOqZHP8VhFULAw,والله يا وسمك روحي استري روحك ممبعد اهدري على الحشمة والعرض الله يحفضنا ويسترنا,1.0,1.0
2262,http://www.youtube.com/channel/UCWRwbHSpqPtVpmF84Jx0D7w,يا ختي طلعي غي شوشة تاعك ياك وورينا جمال تاعك يلي قضبة تاع قصبر متعرفكش,1.0,1.0
2263,http://www.youtube.com/channel/UCKGmrYTHpfS325AuDm5tv0A,شوفي يا مونية نجيبلك طرف صابون اغسلي وجهك و اخرجيهالي راس راس,1.0,1.0
2264,http://www.youtube.com/channel/UCqnfX1lhjkN_nE7M7-UitrQ,انا نضن بلي تحكي على فيية معينة عندها الحق مكذبتش,0.0,1.0
2265,http://www.youtube.com/channel/UCRhYMtXVevBsbowxQW-Fbyg,انعدين باباك,1.0,1.0
2266,http://www.youtube.com/channel/UCN62NRWH8yt_fAzD59pN-HA,الله ما غلطت قالت كلمة حق حاشا البعض,0.0,1.0
2267,http://www.youtube.com/channel/UCWRwbHSpqPtVpmF84Jx0D7w,تهدري على رجالا نسيتي روحك قلعي مكياج وروحي جمعي معاهم مالكي ختي مين راكي تعاير مشي عاجبك لحال لي جابك تاني راجل نقولك حاجة والله ما تعجبيني صح تاع ربي جاية معيوفة,1.0,1.0
2268,http://www.youtube.com/channel/UCWiOHhGK164lNntb4NY7LAA,نقولها نعاودها عندها الحق في كلش هدراتو,0.0,1.0
2269,http://www.youtube.com/channel/UCGP4D3lsn5EA8cwcV1LpFdg,انت قلتي تلبسي واش تحبي امل حنا نشوفو وين نحبو,1.0,1.0
2270,http://www.youtube.com/channel/UCCDRL9bDCu5hrGSk27LKt-g,جبتيها في روحك روحي حليها بسنانك عمرك ماتسبي الجزايري دور عليك,0.0,1.0
2271,http://www.youtube.com/channel/UCUD3Vp1TJeUe_-NUyQLA11Q,عنها الف حق نستعرف بيها,0.0,1.0
2272,http://www.youtube.com/channel/UCXdpyvamMCJVgMW8PWRDJkg,اسمعي روحي غطي جبهتك مليح وشوفي فالفيس بوك دايرين بيك غنيه عل جبهتك يالمطبزه نعطيكم مقطع منها هاديا الجبهة مافي اي جبها زيها جماعه اكتبو فاليوتيوب اغنيه الجبهة وتشوفو شكون,1.0,1.0
2273,http://www.youtube.com/channel/UCOq9drEOUNNgPUNk6zWb6hQ,لا اعرف من يقرا تعليقي الله يعطيك ركعة فى بيت النبي زورو قناتي واشترك بصدق اردها بصدق وامانة مرحبا,0.0,1.0
2274,http://www.youtube.com/channel/UCXBQ81ymt7OUg97H9RjTZ6A,لجبري لتحلاب,1.0,1.0
2275,http://www.youtube.com/channel/UCeAUzL4uw7bS_f8mso94puA,يا حبيبتي قولى الا من رحم ربي وانتي روحي استري روحك من بعد واحد ما يشوف فيك بصح نقلك في جنسية الا من رحم ربي والجزايري خط احمر ليك والى كيفك انتي وغيرك,1.0,1.0
2276,http://www.youtube.com/channel/UC9pty6UUSJDGIYWEB8I6QfQ,تهدر علي ناس وهيا مثلت مسلسل مسخ كي لونها في غير لحب ودعوي شر وذرك تجي تعطنا دروس في اخلاق,1.0,1.0
2277,http://www.youtube.com/channel/UCfJusnADZjXxHd3XyiRs16g,الحقيقة مرة,0.0,1.0
2278,http://www.youtube.com/channel/UCPcyV3NYNpSzqRcWXKu3pNA,شحال ساوموك فالجبهة تاعك ندير فيها مطار,1.0,1.0
2279,http://www.youtube.com/channel/UCLf9L_ZuSx2U2c7h4V7-zlw,حاسبة في روحك زينة ونتي الشيطان يهرب منك,1.0,1.0
2280,http://www.youtube.com/channel/UCLajjW0U0jJHoXSIXuAxz9Q,ختي خدمت في المدرسة الابتدايية بمطعم والله كانني انا هيا الوزير كول يحبوني بكول الاحتارم رجال والنساء حتي الاطفال لان كلام طيب مثل الاكل الجميل كون طيب مع الجميع كول بحبوك مو بعمل او ايي كان مستو هيا تربية اما اذ كان دراسة مع تربية فعلم انت كامل بالاخلاق كمل اله سبحان الله,0.0,1.0
2281,http://www.youtube.com/channel/UCmn7TCEOtNsji1eJA3HKK_w,كون يقولولي لمن تشري الموت نشريهالك روحي شوفي روحك ومنبعد ارواحي اهدري في ارض الاحرار رجال ونساء والله غير تقول ماشي جزايرية,1.0,1.0
2282,http://www.youtube.com/channel/UCQzaQx-c2vy_YkfNyAzjoXg,المشكلة لي عندنا في الجزاير بلي ناس كيما هادي حاسبة روحها فاهمة والله غير تشف مقابرة كاينة حتي في اروبا وفي كامل المجتمعات ولاكن بحترام ومن غير قلة ادب,1.0,1.0
2283,http://www.youtube.com/channel/UCDxkE8c7gI1Aq5EBBCTYLRw,منين ذاك تخرج هايشة متكلمة في عصر مالعصور عله حايرين,1.0,1.0
